x,y,z,Fy
68,46,42,nan
68,46,43,6.03998954e+01
68,46,44,nan
68,46,45,5.94596594e+01
68,46,46,6.09196775e+01
68,46,47,5.82738735e+01
68,46,48,5.95164397e+01
68,46,49,5.77232132e+01
68,46,50,5.83691148e+01
68,46,51,6.19591749e+01
68,46,52,nan
68,46,53,nan
68,46,54,nan
68,46,55,6.08898129e+01
68,46,56,5.88589998e+01
68,46,57,6.16551919e+01
68,46,58,nan
68,46,59,nan
68,46,60,nan
68,46,61,6.01191383e+01
68,46,62,6.03336945e+01
68,46,63,6.38677830e+01
68,46,64,6.46375725e+01
68,46,65,nan
68,46,66,nan
68,46,67,5.73078992e+01
68,46,68,6.05757874e+01
68,46,69,6.26262216e+01
68,46,70,nan
68,46,71,nan
68,46,72,nan
68,46,73,nan
68,46,74,nan
68,46,75,nan
68,46,76,nan
68,46,77,nan
68,46,78,nan
68,46,79,5.87746011e+01
68,46,80,6.01900684e+01
68,46,81,nan
68,46,82,nan
68,46,83,nan
68,46,84,nan
68,46,85,nan
68,46,86,nan
68,46,87,nan
68,46,88,nan
68,46,89,nan
68,46,90,6.05974117e+01
68,46,91,5.82955620e+01
68,46,92,6.01416070e+01
68,46,93,5.63826183e+01
68,46,94,6.09637058e+01
68,46,95,5.91431698e+01
68,46,96,nan
68,46,97,5.71752950e+01
68,46,98,nan
68,46,99,nan
68,47,0,nan
68,47,1,nan
68,47,2,nan
68,47,3,nan
68,47,4,nan
68,47,5,nan
68,47,6,nan
68,47,7,nan
68,47,8,nan
68,47,9,5.71477519e+01
68,47,10,5.85132866e+01
68,47,11,nan
68,47,12,nan
68,47,13,nan
68,47,14,5.72041078e+01
68,47,15,nan
68,47,16,nan
68,47,17,nan
68,47,18,nan
68,47,19,6.47330333e+01
68,47,20,nan
68,47,21,nan
68,47,22,5.91429684e+01
68,47,23,5.68729624e+01
68,47,24,5.94086569e+01
68,47,25,5.78624862e+01
68,47,26,nan
68,47,27,nan
68,47,28,6.44900851e+01
68,47,29,6.45846800e+01
68,47,30,nan
68,47,31,nan
68,47,32,nan
68,47,33,5.67263696e+01
68,47,34,nan
68,47,35,5.72162050e+01
68,47,36,nan
68,47,37,5.92355457e+01
68,47,38,nan
68,47,39,6.31237745e+01
68,47,40,6.54303048e+01
68,47,41,nan
68,47,42,6.20874170e+01
68,47,43,6.01304666e+01
68,47,44,6.19394082e+01
68,47,45,5.61484331e+01
68,47,46,nan
68,47,47,5.62131002e+01
68,47,48,5.57247251e+01
68,47,49,6.03604167e+01
68,47,50,6.24261671e+01
68,47,51,5.95796969e+01
68,47,52,nan
68,47,53,6.14370854e+01
68,47,54,5.94654281e+01
68,47,55,5.78209419e+01
68,47,56,6.05950560e+01
68,47,57,nan
68,47,58,nan
68,47,59,nan
68,47,60,nan
68,47,61,nan
68,47,62,5.82613044e+01
68,47,63,nan
68,47,64,6.05531571e+01
68,47,65,6.15011845e+01
68,47,66,5.71501714e+01
68,47,67,5.90104923e+01
68,47,68,5.60946136e+01
68,47,69,nan
68,47,70,nan
68,47,71,5.78501764e+01
68,47,72,5.74944619e+01
68,47,73,nan
68,47,74,nan
68,47,75,nan
68,47,76,5.44361218e+01
68,47,77,nan
68,47,78,nan
68,47,79,nan
68,47,80,5.98159748e+01
68,47,81,5.76840359e+01
68,47,82,nan
68,47,83,nan
68,47,84,nan
68,47,85,nan
68,47,86,nan
68,47,87,nan
68,47,88,nan
68,47,89,nan
68,47,90,5.72458544e+01
68,47,91,5.59568734e+01
68,47,92,5.63811800e+01
68,47,93,6.44681229e+01
68,47,94,6.19669379e+01
68,47,95,6.10802303e+01
68,47,96,nan
68,47,97,nan
68,47,98,nan
68,47,99,nan
68,48,0,5.89021799e+01
68,48,1,nan
68,48,2,nan
68,48,3,6.04588651e+01
68,48,4,nan
68,48,5,nan
68,48,6,5.94864928e+01
68,48,7,6.14255130e+01
68,48,8,6.05589886e+01
68,48,9,5.81861656e+01
68,48,10,nan
68,48,11,5.52190215e+01
68,48,12,nan
68,48,13,6.02107344e+01
68,48,14,6.34407484e+01
68,48,15,5.68258851e+01
68,48,16,5.63136264e+01
68,48,17,5.67903142e+01
68,48,18,6.06192452e+01
68,48,19,6.49216728e+01
68,48,20,6.26373552e+01
68,48,21,nan
68,48,22,5.97522329e+01
68,48,23,6.26755731e+01
68,48,24,6.45159916e+01
68,48,25,nan
68,48,26,6.44906944e+01
68,48,27,nan
68,48,28,6.24297411e+01
68,48,29,nan
68,48,30,nan
68,48,31,nan
68,48,32,5.77763948e+01
68,48,33,5.81111923e+01
68,48,34,5.85162507e+01
68,48,35,6.04604297e+01
68,48,36,5.90436276e+01
68,48,37,nan
68,48,38,nan
68,48,39,nan
68,48,40,5.56719111e+01
68,48,41,nan
68,48,42,nan
68,48,43,nan
68,48,44,nan
68,48,45,nan
68,48,46,nan
68,48,47,nan
68,48,48,nan
68,48,49,nan
68,48,50,5.63550629e+01
68,48,51,nan
68,48,52,5.87674546e+01
68,48,53,nan
68,48,54,6.17631414e+01
68,48,55,nan
68,48,56,nan
68,48,57,nan
68,48,58,nan
68,48,59,6.31177928e+01
68,48,60,6.30965030e+01
68,48,61,6.00651784e+01
68,48,62,nan
68,48,63,nan
68,48,64,nan
68,48,65,nan
68,48,66,nan
68,48,67,nan
68,48,68,nan
68,48,69,6.37822025e+01
68,48,70,5.68948084e+01
68,48,71,5.75846801e+01
68,48,72,5.68916947e+01
68,48,73,5.87988382e+01
68,48,74,6.12394518e+01
68,48,75,6.46005690e+01
68,48,76,6.26052499e+01
68,48,77,5.71854563e+01
68,48,78,nan
68,48,79,5.89979178e+01
68,48,80,5.89887243e+01
68,48,81,nan
68,48,82,5.91698828e+01
68,48,83,6.03303720e+01
68,48,84,6.04465208e+01
68,48,85,5.67954624e+01
68,48,86,5.78955262e+01
68,48,87,5.60876615e+01
68,48,88,6.33580388e+01
68,48,89,nan
68,48,90,nan
68,48,91,nan
68,48,92,nan
68,48,93,nan
68,48,94,nan
68,48,95,5.86317177e+01
68,48,96,5.95860168e+01
68,48,97,nan
68,48,98,6.44505283e+01
68,48,99,5.82939202e+01
68,49,0,6.06070899e+01
68,49,1,5.75050074e+01
68,49,2,6.36572678e+01
68,49,3,6.47611753e+01
68,49,4,6.31722413e+01
68,49,5,nan
68,49,6,5.74175789e+01
68,49,7,5.51976203e+01
68,49,8,6.02471938e+01
68,49,9,nan
68,49,10,nan
68,49,11,nan
68,49,12,6.11705699e+01
68,49,13,6.06218785e+01
68,49,14,6.25752924e+01
68,49,15,6.23308522e+01
68,49,16,5.84347934e+01
68,49,17,nan
68,49,18,6.36548178e+01
68,49,19,5.84686514e+01
68,49,20,nan
68,49,21,5.98895698e+01
68,49,22,6.01104689e+01
68,49,23,nan
68,49,24,nan
68,49,25,nan
68,49,26,nan
68,49,27,6.35502896e+01
68,49,28,6.53877496e+01
68,49,29,nan
68,49,30,5.93458727e+01
68,49,31,6.00330132e+01
68,49,32,5.73475645e+01
68,49,33,nan
68,49,34,6.43937204e+01
68,49,35,5.52146631e+01
68,49,36,5.94881162e+01
68,49,37,6.06318010e+01
68,49,38,nan
68,49,39,nan
68,49,40,nan
68,49,41,nan
68,49,42,nan
68,49,43,nan
68,49,44,nan
68,49,45,6.37974973e+01
68,49,46,6.02230859e+01
68,49,47,5.86645171e+01
68,49,48,5.96312840e+01
68,49,49,nan
68,49,50,nan
68,49,51,nan
68,49,52,5.57363906e+01
68,49,53,nan
68,49,54,nan
68,49,55,nan
68,49,56,nan
68,49,57,nan
68,49,58,5.93198138e+01
68,49,59,5.96704678e+01
68,49,60,5.98994848e+01
68,49,61,nan
68,49,62,nan
68,49,63,nan
68,49,64,6.40354210e+01
68,49,65,nan
68,49,66,6.18047599e+01
68,49,67,5.89741469e+01
68,49,68,5.95402899e+01
68,49,69,5.87219400e+01
68,49,70,5.54240178e+01
68,49,71,5.76468411e+01
68,49,72,5.78602020e+01
68,49,73,nan
68,49,74,5.90774624e+01
68,49,75,nan
68,49,76,6.43228654e+01
68,49,77,nan
68,49,78,5.65983392e+01
68,49,79,5.64917747e+01
68,49,80,nan
68,49,81,6.22755624e+01
68,49,82,5.89332047e+01
68,49,83,6.01426969e+01
68,49,84,5.74812737e+01
68,49,85,5.89264657e+01
68,49,86,nan
68,49,87,6.06200644e+01
68,49,88,6.45386138e+01
68,49,89,6.06491076e+01
68,49,90,nan
68,49,91,nan
68,49,92,nan
68,49,93,nan
68,49,94,nan
68,49,95,nan
68,49,96,5.93198247e+01
68,49,97,nan
68,49,98,nan
68,49,99,5.98882911e+01
68,50,0,6.10496563e+01
68,50,1,5.77200451e+01
68,50,2,6.25515284e+01
68,50,3,6.06036038e+01
68,50,4,6.45459465e+01
68,50,5,nan
68,50,6,nan
68,50,7,nan
68,50,8,6.12668554e+01
68,50,9,6.06047795e+01
68,50,10,5.90583682e+01
68,50,11,6.44579444e+01
68,50,12,6.36254366e+01
68,50,13,6.17373570e+01
68,50,14,6.06609855e+01
68,50,15,nan
68,50,16,6.05806733e+01
68,50,17,nan
68,50,18,nan
68,50,19,nan
68,50,20,nan
68,50,21,6.08376344e+01
68,50,22,6.14810781e+01
68,50,23,nan
68,50,24,nan
68,50,25,nan
68,50,26,nan
68,50,27,nan
68,50,28,5.77522415e+01
68,50,29,6.08624809e+01
68,50,30,6.01212140e+01
68,50,31,5.58068782e+01
68,50,32,nan
68,50,33,6.33787550e+01
68,50,34,nan
68,50,35,nan
68,50,36,nan
68,50,37,nan
68,50,38,5.73007664e+01
68,50,39,5.40165239e+01
68,50,40,nan
68,50,41,5.74786147e+01
68,50,42,5.86398252e+01
68,50,43,5.83317073e+01
68,50,44,nan
68,50,45,6.03095264e+01
68,50,46,6.05280233e+01
68,50,47,5.73153566e+01
68,50,48,5.84838889e+01
68,50,49,5.71422878e+01
68,50,50,nan
68,50,51,nan
68,50,52,nan
68,50,53,nan
68,50,54,nan
68,50,55,5.92560671e+01
68,50,56,5.98840175e+01
68,50,57,5.99231806e+01
68,50,58,5.75974154e+01
68,50,59,nan
68,50,60,nan
68,50,61,nan
68,50,62,nan
68,50,63,nan
68,50,64,6.45856852e+01
68,50,65,6.12992679e+01
68,50,66,5.98874922e+01
68,50,67,6.20838805e+01
68,50,68,5.91033699e+01
68,50,69,nan
68,50,70,nan
68,50,71,nan
68,50,72,nan
68,50,73,nan
68,50,74,nan
68,50,75,nan
68,50,76,nan
68,50,77,5.71957640e+01
68,50,78,5.87189600e+01
68,50,79,nan
68,50,80,6.44778934e+01
68,50,81,6.25072138e+01
68,50,82,6.14989302e+01
68,50,83,nan
68,50,84,nan
68,50,85,nan
68,50,86,nan
68,50,87,nan
68,50,88,nan
68,50,89,nan
68,50,90,nan
68,50,91,5.84105124e+01
68,50,92,nan
68,50,93,5.45965291e+01
68,50,94,nan
68,50,95,5.57351027e+01
68,50,96,nan
68,50,97,5.82787863e+01
68,50,98,6.41879413e+01
68,50,99,5.67993586e+01
68,51,0,5.98400340e+01
68,51,1,5.82623279e+01
68,51,2,nan
68,51,3,nan
68,51,4,nan
68,51,5,5.94221665e+01
68,51,6,nan
68,51,7,nan
68,51,8,nan
68,51,9,5.70396955e+01
68,51,10,5.72602818e+01
68,51,11,5.77155994e+01
68,51,12,5.74581820e+01
68,51,13,nan
68,51,14,nan
68,51,15,nan
68,51,16,5.80809633e+01
68,51,17,5.92445929e+01
68,51,18,nan
68,51,19,nan
68,51,20,6.42062812e+01
68,51,21,nan
68,51,22,6.22448813e+01
68,51,23,5.74476718e+01
68,51,24,nan
68,51,25,6.17488832e+01
68,51,26,6.05268149e+01
68,51,27,nan
68,51,28,nan
68,51,29,6.47995458e+01
68,51,30,6.05902169e+01
68,51,31,nan
68,51,32,nan
68,51,33,nan
68,51,34,nan
68,51,35,nan
68,51,36,nan
68,51,37,nan
68,51,38,nan
68,51,39,5.95177791e+01
68,51,40,5.86023472e+01
68,51,41,5.95299065e+01
68,51,42,nan
68,51,43,nan
68,51,44,6.15063589e+01
68,51,45,nan
68,51,46,5.77367468e+01
68,51,47,5.83700200e+01
68,51,48,nan
68,51,49,nan
68,51,50,nan
68,51,51,nan
68,51,52,nan
68,51,53,5.89800006e+01
68,51,54,6.05853766e+01
68,51,55,6.18833052e+01
68,51,56,6.07577994e+01
68,51,57,6.07073366e+01
68,51,58,nan
68,51,59,nan
68,51,60,nan
68,51,61,5.85148643e+01
68,51,62,nan
68,51,63,6.34682588e+01
68,51,64,6.33454616e+01
68,51,65,5.92760885e+01
68,51,66,nan
68,51,67,nan
68,51,68,nan
68,51,69,5.91859080e+01
68,51,70,6.29534742e+01
68,51,71,nan
68,51,72,nan
68,51,73,6.06176464e+01
68,51,74,6.40909863e+01
68,51,75,nan
68,51,76,nan
68,51,77,6.06970260e+01
68,51,78,6.02871844e+01
68,51,79,6.09183062e+01
68,51,80,5.87000077e+01
68,51,81,nan
68,51,82,nan
68,51,83,nan
68,51,84,nan
68,51,85,nan
68,51,86,6.02559370e+01
68,51,87,nan
68,51,88,nan
68,51,89,nan
68,51,90,5.97421981e+01
68,51,91,5.83912885e+01
68,51,92,5.82701804e+01
68,51,93,nan
68,51,94,nan
68,51,95,nan
68,51,96,nan
68,51,97,5.93130184e+01
68,51,98,6.43083234e+01
68,51,99,6.31504978e+01
68,52,0,6.12311744e+01
68,52,1,5.86917969e+01
68,52,2,nan
68,52,3,nan
68,52,4,nan
68,52,5,6.12526513e+01
68,52,6,5.84286993e+01
68,52,7,nan
68,52,8,5.98193137e+01
68,52,9,nan
68,52,10,6.23013571e+01
68,52,11,nan
68,52,12,nan
68,52,13,nan
68,52,14,nan
68,52,15,5.78970554e+01
68,52,16,5.68978723e+01
68,52,17,6.01840735e+01
68,52,18,6.17073296e+01
68,52,19,6.44428113e+01
68,52,20,6.33844042e+01
68,52,21,6.47867636e+01
68,52,22,6.13573969e+01
68,52,23,6.04989382e+01
68,52,24,nan
68,52,25,5.96376680e+01
68,52,26,nan
68,52,27,5.55012355e+01
68,52,28,nan
68,52,29,nan
68,52,30,nan
68,52,31,6.29020520e+01
68,52,32,5.64695466e+01
68,52,33,nan
68,52,34,6.07482034e+01
68,52,35,6.22037611e+01
68,52,36,5.80303644e+01
68,52,37,6.00895473e+01
68,52,38,5.92930468e+01
68,52,39,nan
68,52,40,nan
68,52,41,nan
68,52,42,nan
68,52,43,5.76041758e+01
68,52,44,5.83921903e+01
68,52,45,5.86040446e+01
68,52,46,5.49329992e+01
68,52,47,nan
68,52,48,6.04056246e+01
68,52,49,6.01115809e+01
68,52,50,6.40277673e+01
68,52,51,5.45106447e+01
68,52,52,5.95624721e+01
68,52,53,6.14121352e+01
68,52,54,6.05951371e+01
68,52,55,5.85389183e+01
68,52,56,5.78700256e+01
68,52,57,6.45747307e+01
68,52,58,6.11659774e+01
68,52,59,5.62845285e+01
68,52,60,6.08295163e+01
68,52,61,nan
68,52,62,5.85769153e+01
68,52,63,5.96332070e+01
68,52,64,6.02204439e+01
68,52,65,nan
68,52,66,nan
68,52,67,nan
68,52,68,nan
68,52,69,6.01089315e+01
68,52,70,6.12341457e+01
68,52,71,6.21923882e+01
68,52,72,6.12751084e+01
68,52,73,5.59856932e+01
68,52,74,5.94212007e+01
68,52,75,6.20735285e+01
68,52,76,5.71161655e+01
68,52,77,6.01343719e+01
68,52,78,5.60592865e+01
68,52,79,6.18494938e+01
68,52,80,nan
68,52,81,nan
68,52,82,nan
68,52,83,nan
68,52,84,nan
68,52,85,5.72158838e+01
68,52,86,5.82874366e+01
68,52,87,5.74353156e+01
68,52,88,nan
68,52,89,5.96745175e+01
68,52,90,nan
68,52,91,5.68116520e+01
68,52,92,6.06914234e+01
68,52,93,6.01517145e+01
68,52,94,nan
68,52,95,5.42598448e+01
68,52,96,nan
68,52,97,5.58028209e+01
68,52,98,nan
68,52,99,nan
68,53,0,nan
68,53,1,nan
68,53,2,5.71668062e+01
68,53,3,nan
68,53,4,5.96389270e+01
68,53,5,nan
68,53,6,5.52345522e+01
68,53,7,6.21590307e+01
68,53,8,6.15115715e+01
68,53,9,6.14140705e+01
68,53,10,5.49785544e+01
68,53,11,6.46536198e+01
68,53,12,nan
68,53,13,6.13830032e+01
68,53,14,5.85980427e+01
68,53,15,nan
68,53,16,nan
68,53,17,nan
68,53,18,5.49223824e+01
68,53,19,6.06425168e+01
68,53,20,nan
68,53,21,5.70026011e+01
68,53,22,5.59133647e+01
68,53,23,5.81057364e+01
68,53,24,6.00817721e+01
68,53,25,6.04792986e+01
68,53,26,nan
68,53,27,nan
68,53,28,nan
68,53,29,nan
68,53,30,nan
68,53,31,nan
68,53,32,5.69944104e+01
68,53,33,5.87787805e+01
68,53,34,5.83888826e+01
68,53,35,6.01339696e+01
68,53,36,5.91537735e+01
68,53,37,5.74046512e+01
68,53,38,5.86249942e+01
68,53,39,6.25813665e+01
68,53,40,nan
68,53,41,nan
68,53,42,5.84266314e+01
68,53,43,6.14137332e+01
68,53,44,6.04639713e+01
68,53,45,nan
68,53,46,nan
68,53,47,6.16828113e+01
68,53,48,6.55750925e+01
68,53,49,6.47870514e+01
68,53,50,6.12934118e+01
68,53,51,6.28428096e+01
68,53,52,5.68012997e+01
68,53,53,nan
68,53,54,nan
68,53,55,nan
68,53,56,nan
68,53,57,nan
68,53,58,nan
68,53,59,nan
68,53,60,nan
68,53,61,nan
68,53,62,6.00167261e+01
68,53,63,nan
68,53,64,nan
68,53,65,nan
68,53,66,nan
68,53,67,nan
68,53,68,nan
68,53,69,6.21507230e+01
68,53,70,6.03787011e+01
68,53,71,6.11876436e+01
68,53,72,5.77845144e+01
68,53,73,5.89069078e+01
68,53,74,nan
68,53,75,5.54941825e+01
68,53,76,5.73339347e+01
68,53,77,nan
68,53,78,nan
68,53,79,nan
68,53,80,nan
68,53,81,nan
68,53,82,nan
68,53,83,nan
68,53,84,nan
68,53,85,5.98275080e+01
68,53,86,nan
68,53,87,nan
68,53,88,5.91186869e+01
68,53,89,5.83642249e+01
68,53,90,nan
68,53,91,nan
68,53,92,nan
68,53,93,6.22656719e+01
68,53,94,5.85442712e+01
68,53,95,6.02493670e+01
68,53,96,5.85941283e+01
68,53,97,nan
68,53,98,nan
68,53,99,6.14370980e+01
68,54,0,nan
68,54,1,nan
68,54,2,nan
68,54,3,5.62408351e+01
68,54,4,nan
68,54,5,nan
68,54,6,nan
68,54,7,6.37287216e+01
68,54,8,5.81308035e+01
68,54,9,nan
68,54,10,nan
68,54,11,nan
68,54,12,6.33400316e+01
68,54,13,5.62177205e+01
68,54,14,6.46129628e+01
68,54,15,5.77740320e+01
68,54,16,nan
68,54,17,nan
68,54,18,nan
68,54,19,nan
68,54,20,nan
68,54,21,nan
68,54,22,nan
68,54,23,nan
68,54,24,nan
68,54,25,nan
68,54,26,5.91183294e+01
68,54,27,nan
68,54,28,6.06334326e+01
68,54,29,nan
68,54,30,5.76945380e+01
68,54,31,nan
68,54,32,5.99506581e+01
68,54,33,5.95502457e+01
68,54,34,nan
68,54,35,nan
68,54,36,nan
68,54,37,nan
68,54,38,nan
68,54,39,5.86424175e+01
68,54,40,6.12891405e+01
68,54,41,6.12120797e+01
68,54,42,5.90969440e+01
68,54,43,6.03713573e+01
68,54,44,5.85933750e+01
68,54,45,nan
68,54,46,nan
68,54,47,6.04683057e+01
68,54,48,5.67089455e+01
68,54,49,5.98744226e+01
68,54,50,5.54313395e+01
68,54,51,5.79133013e+01
68,54,52,6.06389732e+01
68,54,53,nan
68,54,54,6.05713219e+01
68,54,55,nan
68,54,56,nan
68,54,57,nan
68,54,58,nan
68,54,59,nan
68,54,60,nan
68,54,61,nan
68,54,62,nan
68,54,63,5.65108529e+01
68,54,64,nan
68,54,65,6.13359082e+01
68,54,66,6.02087895e+01
68,54,67,nan
68,54,68,5.76954222e+01
68,54,69,nan
68,54,70,nan
68,54,71,nan
68,54,72,5.92613398e+01
68,54,73,5.84460694e+01
68,54,74,5.86211816e+01
68,54,75,5.90371013e+01
68,54,76,6.09251038e+01
68,54,77,5.86745999e+01
68,54,78,nan
68,54,79,nan
68,54,80,6.44109307e+01
68,54,81,6.03532888e+01
68,54,82,6.05570364e+01
68,54,83,5.70678899e+01
68,54,84,6.27703930e+01
68,54,85,6.02235569e+01
68,54,86,nan
68,54,87,nan
68,54,88,6.09254240e+01
68,54,89,6.04965467e+01
68,54,90,5.78847987e+01
68,54,91,nan
68,54,92,nan
68,54,93,nan
68,54,94,nan
68,54,95,5.84883539e+01
68,54,96,nan
68,54,97,nan
68,54,98,nan
68,54,99,nan
68,55,0,5.84996356e+01
68,55,1,6.34432399e+01
68,55,2,nan
68,55,3,6.17947058e+01
68,55,4,5.95620499e+01
68,55,5,nan
68,55,6,nan
68,55,7,nan
68,55,8,nan
68,55,9,nan
68,55,10,nan
68,55,11,nan
68,55,12,nan
68,55,13,nan
68,55,14,nan
68,55,15,5.60428882e+01
68,55,16,5.74477969e+01
68,55,17,6.20334690e+01
68,55,18,5.95472373e+01
68,55,19,5.76647151e+01
68,55,20,nan
68,55,21,nan
68,55,22,nan
68,55,23,nan
68,55,24,nan
68,55,25,nan
68,55,26,5.78135541e+01
68,55,27,5.87145100e+01
68,55,28,6.12490059e+01
68,55,29,nan
68,55,30,5.69729058e+01
68,55,31,6.02449182e+01
68,55,32,5.84688793e+01
68,55,33,6.06640401e+01
68,55,34,nan
68,55,35,nan
68,55,36,nan
68,55,37,nan
68,55,38,5.96552638e+01
68,55,39,nan
68,55,40,6.07983360e+01
68,55,41,6.08103847e+01
68,55,42,6.17146445e+01
68,55,43,nan
68,55,44,5.57378052e+01
68,55,45,nan
68,55,46,nan
68,55,47,nan
68,55,48,nan
68,55,49,nan
68,55,50,nan
68,55,51,nan
68,55,52,5.75700225e+01
68,55,53,5.60696615e+01
68,55,54,6.45270913e+01
68,55,55,nan
68,55,56,nan
68,55,57,nan
68,55,58,nan
68,55,59,nan
68,55,60,nan
68,55,61,nan
68,55,62,5.94800677e+01
68,55,63,nan
68,55,64,5.84777273e+01
68,55,65,5.43566872e+01
68,55,66,5.87014618e+01
68,55,67,5.79471686e+01
68,55,68,6.22478564e+01
68,55,69,nan
68,55,70,nan
68,55,71,6.03915665e+01
68,55,72,5.40251020e+01
68,55,73,5.75174504e+01
68,55,74,5.51854388e+01
68,55,75,5.68076297e+01
68,55,76,5.44645426e+01
68,55,77,5.54758202e+01
68,55,78,nan
68,55,79,nan
68,55,80,5.34067935e+01
68,55,81,5.76296602e+01
68,55,82,5.93631771e+01
68,55,83,6.36025030e+01
68,55,84,6.11551811e+01
68,55,85,6.44827560e+01
68,55,86,6.44206333e+01
68,55,87,nan
68,55,88,nan
68,55,89,nan
68,55,90,5.82924277e+01
68,55,91,5.83039556e+01
68,55,92,nan
68,55,93,nan
68,55,94,nan
68,55,95,nan
68,55,96,nan
68,55,97,5.71840764e+01
68,55,98,6.03539455e+01
68,55,99,nan
68,56,0,6.39800449e+01
68,56,1,6.52652181e+01
68,56,2,5.95738279e+01
68,56,3,5.60695255e+01
68,56,4,6.03379869e+01
68,56,5,5.94414982e+01
68,56,6,nan
68,56,7,nan
68,56,8,nan
68,56,9,5.88619651e+01
68,56,10,6.37206414e+01
68,56,11,5.81995493e+01
68,56,12,nan
68,56,13,nan
68,56,14,nan
68,56,15,nan
68,56,16,5.77557052e+01
68,56,17,5.55514077e+01
68,56,18,5.83349369e+01
68,56,19,5.75495793e+01
68,56,20,nan
68,56,21,nan
68,56,22,nan
68,56,23,nan
68,56,24,nan
68,56,25,nan
68,56,26,5.86146937e+01
68,56,27,5.96136858e+01
68,56,28,5.75613861e+01
68,56,29,6.08086300e+01
68,56,30,6.02227039e+01
68,56,31,5.86403272e+01
68,56,32,5.98418694e+01
68,56,33,6.05528826e+01
68,56,34,6.13497963e+01
68,56,35,nan
68,56,36,nan
68,56,37,nan
68,56,38,nan
68,56,39,5.70580761e+01
68,56,40,nan
68,56,41,5.97345584e+01
68,56,42,6.05999192e+01
68,56,43,nan
68,56,44,nan
68,56,45,nan
68,56,46,6.19532721e+01
68,56,47,nan
68,56,48,nan
68,56,49,nan
68,56,50,nan
68,56,51,nan
68,56,52,nan
68,56,53,6.44361750e+01
68,56,54,6.29554354e+01
68,56,55,6.44913319e+01
68,56,56,nan
68,56,57,6.37505365e+01
68,56,58,nan
68,56,59,nan
68,56,60,nan
68,56,61,6.44297233e+01
68,56,62,nan
68,56,63,nan
68,56,64,nan
68,56,65,nan
68,56,66,nan
68,56,67,nan
68,56,68,nan
68,56,69,nan
68,56,70,nan
68,56,71,nan
68,56,72,nan
68,56,73,nan
68,56,74,nan
68,56,75,nan
68,56,76,nan
68,56,77,nan
68,56,78,nan
68,56,79,nan
68,56,80,nan
68,56,81,nan
68,56,82,nan
68,56,83,nan
68,56,84,nan
68,56,85,nan
68,56,86,nan
68,56,87,nan
68,56,88,nan
68,56,89,nan
68,56,90,nan
68,56,91,nan
68,56,92,nan
68,56,93,5.85173382e+01
68,56,94,nan
68,56,95,5.84729397e+01
68,56,96,6.12957994e+01
68,56,97,6.46077858e+01
68,56,98,6.16956938e+01
68,56,99,6.46213793e+01
68,57,0,nan
68,57,1,nan
68,57,2,nan
68,57,3,nan
68,57,4,nan
68,57,5,nan
68,57,6,6.45521611e+01
68,57,7,nan
68,57,8,5.86545305e+01
68,57,9,5.69232859e+01
68,57,10,5.68606938e+01
68,57,11,nan
68,57,12,5.75619263e+01
68,57,13,5.71062778e+01
68,57,14,5.69184598e+01
68,57,15,nan
68,57,16,nan
68,57,17,nan
68,57,18,nan
68,57,19,nan
68,57,20,nan
68,57,21,5.84332179e+01
68,57,22,5.92877027e+01
68,57,23,5.91014448e+01
68,57,24,6.45193992e+01
68,57,25,nan
68,57,26,nan
68,57,27,6.17719097e+01
68,57,28,5.83077785e+01
68,57,29,5.82980625e+01
68,57,30,6.25734921e+01
68,57,31,6.00581315e+01
68,57,32,5.96561133e+01
68,57,33,5.94034225e+01
68,57,34,5.61749279e+01
68,57,35,5.77262148e+01
68,57,36,nan
68,57,37,nan
68,57,38,6.39308634e+01
68,57,39,nan
68,57,40,6.30290961e+01
68,57,41,nan
68,57,42,nan
68,57,43,5.55348289e+01
68,57,44,5.91792548e+01
68,57,45,5.75116845e+01
68,57,46,5.85154909e+01
68,57,47,5.80376595e+01
68,57,48,5.55374834e+01
68,57,49,5.82771304e+01
68,57,50,5.83253879e+01
68,57,51,nan
68,57,52,nan
68,57,53,nan
68,57,54,5.97612814e+01
68,57,55,6.46524110e+01
68,57,56,5.63177531e+01
68,57,57,nan
68,57,58,5.96190731e+01
68,57,59,nan
68,57,60,6.45399045e+01
68,57,61,6.56687773e+01
68,57,62,6.45844721e+01
68,57,63,nan
68,57,64,nan
68,57,65,nan
68,57,66,nan
68,57,67,nan
68,57,68,nan
68,57,69,nan
68,57,70,5.86875512e+01
68,57,71,nan
68,57,72,nan
68,57,73,nan
68,57,74,nan
68,57,75,nan
68,57,76,nan
68,57,77,nan
68,57,78,5.63564969e+01
68,57,79,nan
68,57,80,nan
68,57,81,nan
68,57,82,6.21309517e+01
68,57,83,nan
68,57,84,nan
68,57,85,nan
68,57,86,6.36888654e+01
68,57,87,nan
68,57,88,5.59589443e+01
68,57,89,nan
68,57,90,6.33164016e+01
68,57,91,nan
68,57,92,5.87375882e+01
68,57,93,5.99529768e+01
68,57,94,6.00398046e+01
68,57,95,6.18295241e+01
68,57,96,5.86094289e+01
68,57,97,6.13675638e+01
68,57,98,5.47776409e+01
68,57,99,nan
68,58,0,nan
68,58,1,nan
68,58,2,nan
68,58,3,nan
68,58,4,nan
68,58,5,nan
68,58,6,6.29581895e+01
68,58,7,6.07371511e+01
68,58,8,6.02108016e+01
68,58,9,6.00377218e+01
68,58,10,nan
